Time (s),Shift (nm)
0.0,0.0
0.1999999999999886,-0.00014
0.4000000000000341,0.0019219999999999
0.6000000000000227,0.0051000000000001
0.8000000000000114,0.0108209999999999
1.0000000000000568,0.0148049999999999
1.2000000000000457,0.0174029999999998
1.400000000000034,0.0194459999999998
1.6000000000000227,0.0199709999999999
1.8000000000000114,0.0215119999999999
2.000000000000057,0.0215449999999997
2.200000000000045,0.0227719999999997
2.400000000000034,0.0223609999999996
2.6000000000000227,0.0216149999999997
2.800000000000012,0.0203309999999996
3.000000000000057,0.0202969999999997
3.200000000000045,0.0196039999999997
3.400000000000034,0.0198049999999998
3.6000000000000227,0.02115
3.8000000000000114,0.0222169999999999
4.000000000000057,0.0234429999999998
4.2000000000000455,0.0240649999999997
4.400000000000034,0.0233259999999999
4.600000000000023,0.0236129999999996
4.800000000000011,0.02346
5.000000000000057,0.0241989999999998
5.2000000000000455,0.0245949999999997
5.400000000000034,0.0253199999999997
5.600000000000023,0.0240219999999999
5.800000000000011,0.0244119999999998
6.000000000000057,0.0251909999999999
6.2000000000000455,0.0264909999999995
6.400000000000034,0.0285299999999999
6.600000000000023,0.030008
6.800000000000011,0.0311359999999996
7.000000000000057,0.0313319999999999
7.2000000000000455,0.0317019999999996
7.400000000000034,0.0307459999999997
7.600000000000023,0.0312749999999999
7.800000000000011,0.0307969999999997
8.000000000000057,0.0305999999999997
8.200000000000045,0.0291979999999996
8.400000000000034,0.0295309999999999
8.600000000000023,0.0283869999999999
8.800000000000011,0.0277779999999996
9.000000000000057,0.0277039999999999
9.200000000000044,0.0287049999999999
9.400000000000034,0.029363
9.600000000000025,0.0323569999999997
9.800000000000011,0.0340909999999996
10.000000000000057,0.03525
10.200000000000044,0.034996
10.400000000000034,0.035304
10.600000000000025,0.0353509999999999
10.800000000000011,0.0369679999999998
11.000000000000057,0.0382519999999999
11.200000000000044,0.0389979999999998
11.400000000000034,0.0369739999999998
11.600000000000025,0.0344849999999996
11.800000000000011,0.0330009999999996
12.000000000000057,0.0319759999999997
12.200000000000044,0.0322339999999998
12.400000000000034,0.0343779999999998
12.600000000000025,0.0367889999999997
12.800000000000011,0.0363409999999997
13.000000000000057,0.035625
13.200000000000044,0.0354189999999996
13.400000000000034,0.0345609999999996
13.600000000000025,0.0342019999999996
13.800000000000011,0.0365739999999998
14.000000000000057,0.038389
14.200000000000044,0.0394199999999997
14.400000000000034,0.0400049999999998
14.600000000000025,0.0388939999999999
14.800000000000011,0.0367069999999998
15.000000000000057,0.0359259999999999
15.200000000000044,0.0367439999999996
15.400000000000034,0.0364809999999997
15.600000000000025,0.0372799999999999
15.800000000000011,0.0385759999999999
16.000000000000057,0.03837
16.200000000000045,0.0361689999999996
16.400000000000034,0.0373349999999996
16.600000000000023,0.0390719999999999
16.80000000000001,0.0391149999999997
17.000000000000057,0.0391999999999996
17.200000000000045,0.0387109999999997
17.400000000000034,0.0357449999999999
17.600000000000023,0.0320989999999996
17.80000000000001,0.0285069999999998
18.000000000000057,0.0265679999999997
18.200000000000045,0.0259699999999996
18.400000000000038,0.0274299999999998
18.600000000000023,0.0280759999999999
18.80000000000001,0.029061
19.000000000000057,0.0296119999999997
19.200000000000045,0.0305749999999997
19.400000000000038,0.0309379999999999
19.600000000000023,0.0320969999999998
19.80000000000001,0.0344599999999997
20.000000000000057,0.034834
20.200000000000045,0.035447
20.400000000000038,0.035695
20.600000000000023,0.0357079999999996
20.80000000000001,0.0346529999999996
21.000000000000057,0.0331669999999997
21.200000000000045,0.0312709999999998
21.400000000000038,0.0326539999999999
21.600000000000023,0.0362919999999999
21.80000000000001,0.0397849999999997
22.000000000000057,0.0432259999999997
22.200000000000045,0.0447479999999997
22.400000000000038,0.0429879999999998
22.600000000000023,0.0394409999999996
22.80000000000001,0.0356219999999996
23.000000000000057,0.0354729999999996
23.200000000000045,0.0364839999999997
23.400000000000038,0.0382209999999996
23.600000000000023,0.0391509999999999
23.80000000000001,0.039946
24.000000000000057,0.0384369999999996
24.200000000000045,0.0379359999999997
24.400000000000038,0.0378709999999999
24.600000000000023,0.0371409999999996
24.80000000000001,0.036594
25.000000000000057,0.0373949999999996
25.200000000000045,0.039552
25.400000000000038,0.0399419999999999
25.600000000000023,0.0395989999999999
25.80000000000001,0.0401399999999996
26.000000000000057,0.0409779999999999
26.200000000000045,0.0398519999999997
26.400000000000038,0.0401349999999998
26.600000000000023,0.0432599999999996
26.80000000000001,0.0459369999999998
27.000000000000057,0.045903
27.200000000000045,0.0467519999999996
27.400000000000038,0.0465119999999998
27.600000000000023,0.045401
27.80000000000001,0.0427659999999998
28.000000000000057,0.0420559999999996
28.200000000000045,0.0404619999999997
28.400000000000038,0.0409659999999996
28.600000000000023,0.0426859999999997
28.80000000000001,0.0458009999999999
29.000000000000057,0.0463839999999997
29.200000000000045,0.0459739999999997
29.400000000000038,0.0449799999999998
29.600000000000023,0.0425889999999999
29.80000000000001,0.0399639999999998
30.000000000000057,0.0393049999999997
30.200000000000045,0.038659
30.400000000000038,0.0376939999999996
30.600000000000023,0.0379269999999998
30.80000000000001,0.0382149999999996
31.000000000000057,0.0373719999999999
31.200000000000045,0.0377489999999998
31.400000000000038,0.0384129999999998
