Time (s),Shift (nm)
0.0,0.0
0.1999999999999886,-0.0044509999999999
0.4000000000000341,-0.0074320000000001
0.6000000000000227,-0.0046319999999999
0.8000000000000114,0.00306
1.0000000000000568,0.0121039999999998
1.2000000000000457,0.0161690000000001
1.400000000000034,0.018834
1.6000000000000227,0.0188619999999999
1.8000000000000114,0.0214979999999997
2.000000000000057,0.0258729999999998
2.200000000000045,0.0328079999999997
2.400000000000034,0.0378759999999998
2.6000000000000227,0.0401149999999996
2.800000000000012,0.0416799999999999
3.000000000000057,0.043123
3.200000000000045,0.0463569999999999
3.400000000000034,0.0487509999999997
3.6000000000000227,0.0536629999999997
3.8000000000000114,0.0601059999999997
4.000000000000057,0.0676289999999997
4.2000000000000455,0.0742039999999999
4.400000000000034,0.0815669999999997
4.600000000000023,0.0865409999999999
4.800000000000011,0.087107
5.000000000000057,0.0855389999999998
5.2000000000000455,0.0851959999999998
5.400000000000034,0.0853929999999998
5.600000000000023,0.0882989999999996
5.800000000000011,0.0932589999999997
6.000000000000057,0.0971639999999998
6.2000000000000455,0.0966139999999997
6.400000000000034,0.0971929999999998
6.600000000000023,0.0984879999999996
6.800000000000011,0.101121
7.000000000000057,0.105858
7.2000000000000455,0.111345
7.400000000000034,0.113906
7.600000000000023,0.1175949999999996
7.800000000000011,0.121823
8.000000000000057,0.126344
8.200000000000045,0.1309559999999998
8.400000000000034,0.1372589999999998
8.600000000000023,0.142452
8.800000000000011,0.1449059999999997
9.000000000000057,0.147116
9.200000000000044,0.1492239999999998
9.400000000000034,0.1520099999999997
9.600000000000025,0.1500349999999999
9.800000000000011,0.1506909999999997
10.000000000000057,0.1511679999999997
10.200000000000044,0.152784
10.400000000000034,0.1521779999999997
10.600000000000025,0.1541709999999998
10.800000000000011,0.1553329999999997
11.000000000000057,0.1580659999999998
11.200000000000044,0.160771
11.400000000000034,0.167103
11.600000000000025,0.1727159999999998
11.800000000000011,0.177651
12.000000000000057,0.1787359999999997
12.200000000000044,0.178458
12.400000000000034,0.1778339999999998
12.600000000000025,0.179224
12.800000000000011,0.1798669999999997
13.000000000000057,0.1805909999999997
13.200000000000044,0.1833949999999999
13.400000000000034,0.1840769999999998
13.600000000000025,0.1852229999999997
13.800000000000011,0.1870319999999998
14.000000000000057,0.1896409999999999
14.200000000000044,0.191443
14.400000000000034,0.1936499999999998
14.600000000000025,0.193006
14.800000000000011,0.1925729999999998
15.000000000000057,0.1947929999999997
15.200000000000044,0.1965379999999998
15.400000000000034,0.1986049999999997
15.600000000000025,0.201216
15.800000000000011,0.2051689999999997
16.000000000000057,0.2070069999999999
16.200000000000045,0.2087969999999996
16.400000000000034,0.210703
16.600000000000023,0.2150449999999999
16.80000000000001,0.2178589999999998
17.000000000000057,0.2201169999999996
17.200000000000045,0.2239659999999999
17.400000000000034,0.226912
17.600000000000023,0.2292959999999997
17.80000000000001,0.2309329999999998
18.000000000000057,0.232402
18.200000000000045,0.2347779999999999
18.400000000000038,0.237241
18.600000000000023,0.2380939999999998
18.80000000000001,0.2383579999999998
19.000000000000057,0.2400519999999999
19.200000000000045,0.2399749999999998
19.400000000000038,0.2399389999999996
19.600000000000023,0.2406769999999998
19.80000000000001,0.2442919999999997
20.000000000000057,0.2483749999999998
20.200000000000045,0.2497219999999997
20.400000000000038,0.2516689999999997
20.600000000000023,0.254524
20.80000000000001,0.2558530000000001
21.000000000000057,0.2547980000000001
21.200000000000045,0.2547049999999999
21.400000000000038,0.2562289999999998
21.600000000000023,0.2567469999999998
21.80000000000001,0.2551399999999999
22.000000000000057,0.2534689999999999
22.200000000000045,0.2536109999999998
22.400000000000038,0.255538
22.600000000000023,0.2598119999999997
22.80000000000001,0.2670279999999998
23.000000000000057,0.2742839999999997
23.200000000000045,0.2795829999999997
23.400000000000038,0.2795419999999997
23.600000000000023,0.2785500000000001
23.80000000000001,0.2762989999999998
24.000000000000057,0.2761389999999997
24.200000000000045,0.2765869999999997
24.400000000000038,0.2796529999999997
24.600000000000023,0.280777
24.80000000000001,0.2827869999999999
25.000000000000057,0.2834479999999999
25.200000000000045,0.2839279999999999
25.400000000000038,0.282413
25.600000000000023,0.2830749999999997
25.80000000000001,0.2846139999999999
26.000000000000057,0.2883709999999997
26.200000000000045,0.294273
26.400000000000038,0.300011
26.600000000000023,0.3030409999999999
26.80000000000001,0.30573
27.000000000000057,0.3083209999999998
27.200000000000045,0.3077649999999998
27.400000000000038,0.3066559999999998
27.600000000000023,0.306222
27.80000000000001,0.3037019999999999
28.000000000000057,0.301317
28.200000000000045,0.3022939999999998
28.400000000000038,0.3041179999999999
28.600000000000023,0.3050049999999999
28.80000000000001,0.3049279999999998
29.000000000000057,0.3042479999999998
29.200000000000045,0.3028619999999997
29.400000000000038,0.303064
29.600000000000023,0.3063389999999999
29.80000000000001,0.3126829999999998
30.000000000000057,0.315086
30.200000000000045,0.3145449999999998
30.400000000000038,0.3147150000000001
30.600000000000023,0.312751
30.80000000000001,0.3113159999999997
31.000000000000057,0.3132749999999999
31.200000000000045,0.317615
31.400000000000038,0.3205070000000001
31.600000000000023,0.3242859999999998
31.80000000000001,0.3256289999999997
32.00000000000006,0.3254709999999998
32.200000000000045,0.3264199999999997
32.400000000000034,0.3274140000000001
32.60000000000002,0.3285309999999999
32.80000000000001,0.33108
33.00000000000006,0.3336559999999999
33.200000000000045,0.334038
33.400000000000034,0.3343989999999999
33.60000000000002,0.3338179999999999
33.80000000000001,0.3306709999999997
34.00000000000006,0.330994
34.200000000000045,0.332783
34.400000000000034,0.3361109999999998
34.60000000000002,0.3386409999999999
34.80000000000001,0.3432179999999998
35.00000000000006,0.3452999999999999
35.200000000000045,0.345218
35.400000000000034,0.344576
35.60000000000002,0.3444959999999999
35.80000000000001,0.3441549999999997
36.00000000000006,0.3432029999999999
36.200000000000045,0.3443399999999998
36.400000000000034,0.3472349999999999
36.60000000000002,0.3514379999999999
36.80000000000001,0.3549699999999998
37.00000000000006,0.3574649999999999
37.200000000000045,0.358892
37.400000000000034,0.355798
37.60000000000002,0.3514339999999998
37.80000000000001,0.3483959999999997
38.00000000000006,0.3483079999999998
38.200000000000045,0.3483529999999999
38.400000000000034,0.351051
38.60000000000002,0.3548689999999999
38.80000000000001,0.360773
39.00000000000006,0.3643429999999998
39.200000000000045,0.3674589999999997
39.400000000000034,0.3694739999999998
39.60000000000002,0.3712839999999997
39.80000000000001,0.3696419999999998
40.00000000000006,0.3698389999999998
40.200000000000045,0.3712719999999998
40.400000000000034,0.3744519999999998
40.60000000000002,0.3752029999999999
40.80000000000001,0.3760939999999997
41.00000000000006,0.3750359999999997
41.200000000000045,0.3779599999999998
41.400000000000034,0.3775239999999997
41.60000000000002,0.3776709999999998
41.80000000000001,0.375763
42.00000000000006,0.3750450000000001
42.200000000000045,0.3712029999999999
42.400000000000034,0.3696069999999998
42.60000000000002,0.3714689999999998
42.80000000000001,0.3769739999999997
43.00000000000006,0.3809
43.200000000000045,0.3830209999999998
43.400000000000034,0.3833069999999998
43.60000000000002,0.3823249999999998
43.80000000000001,0.3805969999999998
44.00000000000006,0.3791449999999998
44.200000000000045,0.377253
44.400000000000034,0.37649
44.60000000000002,0.376884
44.80000000000001,0.376967
45.00000000000006,0.378139
45.200000000000045,0.3807849999999999
45.400000000000034,0.3857339999999998
45.60000000000002,0.3869599999999997
